,,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74
all,0,1.17101983977,-0.393737238151,-0.00399110195905,-0.00399675975987,-0.125654161202,-0.0799490124182,-0.0260990461119,0.21024932867,-0.11290557261,0.059559385482,-0.127197530405,-0.0940014069234,-0.0968846594005,-0.0422202919084,0.202263716493,0.0955715596481,-0.25556745679,0.0473165767534,0.0828815306825,0.0877353460676,-0.0926367235727,0.0477547467663,0.792283288362,-0.567628021691,-0.175522709783,-0.18885929182,-0.216569516351,0.0997410397875,0.0365452859274,-0.35575977314,0.273783218237,-0.0930128532763,-0.137073452859,-0.0571066135443,-0.156067914232,0.0257696348529,0.0176623092026,-0.158717637151,0.138678141535,-0.0813223257991,0.0843582814424,-0.135611836109,-0.290529438895,0.0996387748223,0.0160060942583,0.274680024105,-0.344794648156,0.113616454941,-0.446380875029,-0.34510704273,0.126481311689,0.0894877657555,0.117072567406,-0.106365119322,0.029253652306,-0.0744224075487,0.0740808109164,0.0283536210837,-0.0451477079171,-0.487142803581,-0.416447466258,-0.293975169986,-0.0735361181187,0.134197350454,0.677019000003,-0.637604492023,0.219903100953,0.306922683979,-0.138422469335,-0.473940951531,-0.295362151227,0.409187427692,0.466314326661,0.234719660664,3.66728084468
all,1,-0.980993320266,0.388767858656,0.000942162341364,-0.0203646966811,0.0751538346279,0.102217674611,-0.0124638106895,-0.199843762016,0.160553779763,-0.0389359372186,0.134218724714,0.0935302877173,0.109246555721,0.0385032535761,-0.127364565512,-0.0498087355563,0.189319984135,0.00186776172557,-0.0581656628742,-0.154552958429,0.104077995846,-0.0208689520464,-0.608313318774,0.0798212858571,-0.0118019185652,0.0353404152965,0.216984762608,-0.0641223181181,-0.232701520569,-0.0278404937575,-0.25756529354,0.0325888441213,0.0562021708603,0.0295178474059,0.0988567972783,0.047242191022,0.022037474025,0.0787318853268,-0.0686254153288,0.0356320636618,-0.0638999003648,0.144546798472,0.130166820972,-0.0517194393444,0.0640537286273,-0.182185498321,0.134461470906,-0.0400810604289,0.00438426547479,0.325582155519,-0.0846815137724,-0.059888841804,-0.141040696027,0.0853682772215,0.0390986189201,0.0776236233332,-0.0836746723293,0.0144914737437,-0.0643161127118,0.375863552593,0.130884844282,-0.259027260408,-0.131306062253,0.135446833321,-0.487208064317,0.28752109845,-0.34624597715,-0.571799750042,0.0340285409047,0.124477287775,0.010724103854,-0.256641114688,-0.441543849681,-0.254253505745,-0.441426841257
all,2,-1.21195671076,-0.0362720092002,0.0771627679318,0.0624440303566,0.209416518534,-0.100374817039,0.178390556515,-0.024953743183,-0.206534443448,-0.172769812425,-0.0434246980293,-0.0295931836051,-0.0802167959262,-0.00380016745702,-0.256519520427,-0.140482703127,0.255429693849,-0.208362484085,-0.0704508151125,0.356165854601,-0.0393105310228,-0.196940335957,-0.72594597326,0.680555455188,0.603159793819,0.544907101449,0.283504006505,-0.0744944459575,0.33632704117,0.721779809906,-0.0661035947447,0.16240197543,0.304935262968,0.197984305082,0.167061329488,-0.354313343818,0.132690490776,0.451634310749,-0.148219617875,-0.0432039645392,-0.150348130639,-0.0963042680059,0.431668795973,-0.51066066811,-0.424364258744,-0.573247573227,0.426999290257,-0.41693234186,0.546112515551,-0.218154412175,0.0779434275825,-0.0346394474568,0.026089806764,0.0660069859236,-0.112692443304,-0.0953781989439,-0.0312878710196,-0.113737940779,0.135396542922,0.627799094135,0.617294919727,0.817035849413,0.343998380107,-0.42818007309,-0.54154509853,0.375430425984,-0.125957418834,0.437168871914,-0.266896173203,0.6231311667,0.0922793429923,-0.237596175082,0.234079680653,-0.0578858172716,-4.53975804565
all,3,-0.697891282098,-0.71596643878,-0.101572363168,0.509737405356,-0.0129499007132,-0.166822376314,0.191114421793,-0.00999076851295,-0.477563534747,0.143871976747,-0.0672438041123,0.0916279248804,-0.0809503210316,-0.36321320369,-0.11549922837,-0.0763186706346,0.011466927555,-0.107156768671,-0.184442203027,0.396053301199,-0.572545593827,0.212307631127,-0.423189748446,0.151093261025,-0.366908151846,0.186080964539,0.271321878701,-0.874051498504,1.13336534806,0.192133065442,0.0932486171818,0.184337815533,-0.235420584802,-0.328638596291,0.164075893407,-0.877398176682,-0.0837428984594,-0.390328638321,-0.659178350653,0.154701761981,-0.0098654026974,-0.0786870154379,0.0569322815824,0.875129341916,0.172507784785,0.000685742242536,0.552128827579,-0.00128481153004,0.200444766479,0.167810767947,-0.524304875383,-0.0607746126245,0.118927829325,-0.232672195035,-0.236704695193,0.162248339123,0.19683793068,-0.193212203519,0.156773095879,-0.101122678784,0.390987159093,1.50682301927,0.524598206006,-0.416454192604,-0.15564505463,0.207514704533,0.0018295218373,-0.0476680553393,0.267341057973,0.421115082442,0.33714830547,0.0255609086462,-0.330825907856,0.0516950501344,-4.61861860713
Ford,0,1.16193667634,-0.412028170761,-0.15004082311,-0.0270255293447,-0.00867837342069,-0.351027543635,-0.075022514548,0.0342700736862,0.0514239469381,-0.0494508185821,-0.00973854144144,0.0888973573542,-0.0419037139087,-0.0651487351568,0.241731684265,0.14733187467,-0.127924850176,-0.0895953488192,-0.0764672971407,0.00437950635382,0.0536209289021,-0.0719414515416,1.00864344297,-0.156182150947,0.806752007644,0.0177897016839,0.449382615738,0.143504804073,-0.333821257649,-0.720430050557,0.416809783252,-0.320408432086,-0.168931454667,0.548173986593,-0.326818946838,-0.0187851858831,-0.0105170991189,-0.465055604435,-0.0525251363208,0.287918863041,0.204402598611,0.0348474026963,-0.0757692927822,0.0466123211493,0.137862194928,0.463046671255,-0.603844218201,0.20735088607,-1.71825395727,-0.0170849268374,-0.111140404759,0.231357008263,-0.0763166147198,-0.167900932618,0.0741939312019,-0.0806105056393,0.22074868212,-0.0835068486577,-0.147018836037,-0.658117498524,-0.401756335503,-0.181215585993,0.0279130993793,0.13809694438,-0.00271747367263,-0.498839051547,-0.0202786505053,0.662666800436,-0.285007904567,-0.554847676329,0.151922825858,0.405654035465,0.709225198242,0.351080382755,2.9110250822
Ford,1,-1.02157835335,0.413739461046,0.0901649342526,0.00746956833278,-0.0652042222914,0.45146499142,-0.0977815427096,-0.0959983067588,0.00221957259045,-0.0564403588567,-0.0857976126156,-0.0949653241534,0.0633219591249,0.0964042516928,-0.148411758393,-0.0772067181839,0.0911901678185,0.134671420718,0.0715009647105,-0.0111349345191,-0.0481207681664,0.0790980027827,-0.867382786902,0.0533447780097,-0.85300869203,-0.385340468574,-0.257741990898,-0.154331807177,0.187666729564,0.431939109012,-0.398240701939,0.151264597393,0.077109913724,-0.619751391129,0.302493542265,0.112644021607,0.218574470892,0.221334354202,0.223385127327,-0.369149449389,-0.1414384534,-0.0983903375249,-0.0162849236207,-0.0536401441934,-0.0164366671487,-0.442579870523,0.353889406033,-0.0642208177626,0.762943285543,0.175311759713,0.0977375979984,-0.169904517041,-0.0020139493699,0.192071904848,-0.0257697450864,0.0701335028486,-0.24197068458,0.11331728079,0.0228968370081,0.530222601242,0.271201334057,-0.397785465527,-0.0321249027318,-0.0783532929717,0.155688244911,0.306328556456,-0.35532923521,-0.578640593281,-0.1603435411,0.346833527841,0.0685434013608,-0.194181406147,-0.936716740194,-0.333864238096,-0.838846065636
Ford,2,-0.824910642272,0.160308100533,0.419602570505,0.0447469549417,0.580020673571,-0.786137682479,0.624755162982,0.278707009984,-0.295970780783,0.53905401983,0.504645331355,-0.225900248996,-0.468918585249,0.187627289205,-0.52523148779,-0.660857171683,0.110496681737,-0.0226960756775,0.040263931236,-0.0761065334414,-0.010600842637,-0.0780084766032,-0.916043217155,-0.437258375851,0.0905452750828,0.75664503979,-0.363703922771,0.100765705664,0.234054528771,0.70108364213,0.0866478119194,0.29630133462,-0.00916191757347,0.360880534001,0.219489384848,-0.429369672573,-0.292666226866,1.11892350741,-0.270050029048,0.447748526217,-0.226388880265,0.270869387422,0.280933270717,-0.176084531687,-0.328861395824,-0.0171556438343,0.608505087929,-1.1288075333,0.867911153784,-0.366457961924,0.0998097111504,-0.0878462385808,0.147300436842,-0.0275316862574,0.0280117665848,0.0481573441661,0.0902047950733,0.0998445806282,-0.021202247205,0.756751771327,0.200668953532,1.17509676783,-0.180814431344,0.302171975812,-1.04607831584,0.00742210717854,1.16573696318,-0.573217977027,0.474429069578,0.306484335679,-0.812387556845,-0.563337057149,0.142068213181,-0.103062225891,-2.70173273704
Ford,3,-0.647385093779,-1.06140932436,-0.030504156784,0.512517744168,0.0818586089495,0.0353443603468,0.465633251919,-0.349988906111,0.20666132988,-0.0786494223622,0.436008414113,0.922988663881,0.577589892079,-0.770507601597,-0.303368112107,-0.0625070703395,0.141589204532,-0.255767710384,-0.00868926138866,0.582237460453,-0.285669883597,-0.113207652677,-0.531330528308,0.247220314235,-0.0574910112519,-0.106762679746,-0.0449716074363,0.0675176081472,0.589132221431,-0.260311326163,-0.291984918765,0.70475956298,0.446060519236,-0.0915536813225,-0.399394920421,-0.489355442708,-0.0187420463156,-0.260548512367,-0.18386044992,-0.0853456013486,-0.444778460255,0.433623146216,-0.0876339163916,0.290833658759,-0.299382797776,-0.433493942279,-0.146218234558,-0.238944697913,0.0910005641093,-0.123305943261,-0.120932615552,-0.0773522619911,0.398591721468,-0.362509041079,-0.254853054151,-0.226164462206,0.380405020096,-0.711489475489,0.962968570151,-0.199619738735,0.310111473026,1.76053264446,0.674798326243,-0.680562274973,-0.26938299455,-0.451673372504,-0.302574044598,-0.456099004802,-0.220501866849,0.255004096412,-0.0967381032134,-0.60314140479,0.330561493751,-0.722043458518,-1.82355121596
Honda,0,0.745716036727,-0.591514467731,-0.0861379199805,0.13890175116,-0.0600175315576,-0.0922091598476,0.231191277669,0.293351614201,-0.198729594224,0.136944664644,0.0110054236905,-0.0878363257102,-0.0415078292221,-0.153281425406,0.32524021367,0.0579889363689,-0.328671544251,0.0333270154694,0.262266814316,-0.755249593201,-0.171409709582,0.236955587192,0.775975727122,0.220761348303,-0.07222451759,0.102801263065,-0.143003982523,0.0148865393343,0.300501776387,-0.252778597854,0.055118621018,-0.209148232334,0.0369909613441,0.34920922083,-0.0160437384775,-0.0637558647456,0.448998505827,-0.405368202928,-0.0558175925676,0.187453145951,0.216675936865,-0.031745094603,-0.508448385295,0.273252166422,-0.348701141257,-0.0426076716681,-0.298344680293,0.0159338369443,-0.122249062918,0.0477781461851,-0.0686147305142,-0.0850622249251,0.0468420500629,-0.117410181942,0.211465137265,0.019404527501,0.295611735123,-0.16067012194,-0.0470084328647,-0.430391087603,-0.36001346272,-0.307868191692,-0.455939079925,0.569955891038,0.359057024262,0.171226635439,-0.0739030699487,0.502570825952,-0.347480507413,0.0380709121609,-0.0046667381089,-0.0486910629654,0.223810855137,0.328983476997,2.46611923208
Honda,1,-0.569471411801,0.465379996062,0.185649788984,-0.232893767217,0.0279561059011,0.101045188799,-0.143999307411,-0.223100936379,0.237156854593,-0.0568592614061,0.0579997554263,0.114865023875,0.000703263087763,0.175684178965,-0.22524796362,-0.0226158332793,0.190789423661,-0.00134825680394,-0.220940142148,0.546613491499,0.120734613389,-0.200713435965,-0.586402773785,-0.212223577071,-0.367821613646,-0.440487627887,0.127719399753,0.072730795513,-0.489211931843,-0.0787508837032,-0.0172012837546,0.0260895305192,-0.0271684286843,-0.29019856797,0.00699607421538,0.201732325263,-0.463880891016,0.457786845798,-0.0409483092009,-0.410781968609,-0.192464638175,0.131275434008,0.0074999844745,-0.157709561997,0.460510550455,0.0258957829151,0.0135568308542,0.0107123066929,0.0498801047407,0.142295597756,0.117662925732,-0.0015369145852,-0.128011740588,0.0187053711249,-0.0299436235886,0.0327337021654,-0.21869105275,0.207725712646,-0.129802499757,0.364828358672,0.0164308007625,-0.183545460625,0.248796763955,-0.146462925681,-0.574554402522,-0.0761264529663,-0.193577106915,-0.575419096271,0.254014113072,-0.0460521058109,-0.058105107747,0.0133625632174,-0.237020982094,-0.241992198202,-0.674950174451
Honda,2,-0.721135479911,0.245754710331,-0.624752090473,0.539339234097,0.363018856431,-0.0304954984624,-0.458086231833,-0.457644246879,-0.0805733062803,-0.682234563929,-0.317652641372,0.0724831737278,0.333333682061,-0.125574200923,-0.023806676344,-0.168129402614,0.571380228114,-0.391031119497,-0.0924893720861,0.304530262242,0.107964819122,-0.0758568537144,-0.812239359713,0.0968392353493,0.932938493062,0.737154080623,0.401929686363,-0.339293849248,0.334405907744,0.659810016987,-0.0957782791009,0.847278684398,-0.00526809672254,0.12164098437,0.170434027584,-1.15588220662,0.329127092317,-0.396539181284,0.333833840702,-0.155847161483,-0.216030919607,-0.510189838527,1.14619229472,-0.520577621042,-0.594443161915,0.0347021778334,0.910807877377,-0.637343317069,0.425019905437,-0.322024041876,0.115971878852,0.3492454403,0.229405806144,0.264493679952,-0.434284296775,-0.012242710873,-0.114233449619,-0.151059476242,0.245147915415,0.350874473531,0.894990598012,0.78492344446,0.415505647737,-0.999045562765,0.0757100549626,-0.328879273637,-0.0919853311021,0.09404331074,0.0487894398102,-0.211223483934,-0.2592791532,-0.578897656555,0.167507039874,-0.446157471916,-1.97389398512
Honda,3,-0.16731583635,-0.167622130301,-0.347534801644,0.309925863824,-0.378431319111,-0.0877723607521,-0.238926622278,-0.322140815702,-0.876976944522,-0.588234939909,-0.691934312295,-0.600521072732,-0.764990279987,0.0198158134505,-0.619364073051,-0.13866443264,-0.00823400607195,1.08001336028,-0.216915556257,-0.199823601346,0.355784166517,-0.270319539943,-0.75444623648,-0.0618682262932,0.422291735295,0.38860344242,-0.13051835102,-0.525832368198,0.631556501159,-0.520450456659,-0.926565876106,-0.0150901200294,-0.305765676694,-0.110663585475,-0.479549170733,-0.288139656273,-0.0369993567364,-0.430288561777,-0.170182955982,1.33211106135,0.0246035845696,-0.399483537679,-0.314489458935,-0.248880724774,-0.176381482546,-0.351729960596,0.442610822105,1.28857292806,-0.194923028391,-0.0448200898925,-0.137609319893,0.156203207441,-0.556078506301,0.784989798393,-0.114709085299,-0.300965415152,0.0668858395993,-0.616545552829,1.12253123844,-0.517470427463,0.168214177814,1.7183154429,0.633747947479,-0.547683679991,-0.121830532379,-0.485030623822,0.251915285534,-0.282080205223,-0.263176971638,-0.105593411727,0.0733888233061,0.179055231538,-0.315585712445,-0.888413980335,-2.46958938997
Chrysler,0,0.627514663157,-0.619614777962,-0.40581667218,0.540867846431,-0.46521662883,-0.0764414794806,-0.107725634408,0.212345380765,-0.643308450627,0.0554017936454,-0.16933770107,-0.81315894659,0.0450323255833,-0.424256934942,-0.0486006194939,0.173072301065,-0.105935193008,0.550112472855,0.35294189544,-0.00641417065914,0.605714057363,0.285245843977,0.652834028951,-0.514592599846,-0.37887355633,0.0472800188918,-0.575707156809,-0.277253001276,-0.613227415984,-0.480388123922,0.386600860686,0.246977458781,-0.234952494369,-0.39325252901,-0.841335935148,0.8724739903,-0.773069567397,0.449275492408,0.0,-0.386982871357,0.332677502671,-0.240402368085,0.0677404274157,0.418558498689,-0.945726499153,0.301196899387,0.423805143607,-0.0412231805807,-0.627569252336,-0.124295889111,0.358300158484,-0.31796268975,0.104540236498,-0.0175367673981,-0.58098231133,-0.165241800626,0.122227411671,-0.339433557809,-0.299503899742,-0.313299672585,0.319646450848,-0.823510659702,-0.0750831657382,0.116256388511,-0.216959583291,0.183605769521,0.439156012561,0.117478965287,0.114952686237,0.385290658907,-0.57428183212,0.329260735335,0.375320954481,0.876529979584,2.02840873421
Chrysler,1,-0.625398584139,0.22113690933,0.571322653694,-0.409477330667,0.619154203135,0.0124213089481,-0.140528252131,0.2728032519,0.51006225803,0.197044727026,0.288954373816,0.143043358643,-0.254720557669,0.0546765858732,0.054525658766,-0.0266623799731,0.14574379176,-0.258766611435,-0.123240087122,-0.0692067196302,-0.563999689255,-0.512351588224,-0.408086004093,0.789602106122,0.760673476976,0.112669041143,0.854467857842,0.338595574145,0.0370203105834,-0.226378878344,0.0248506505366,-0.24648751336,0.0207665350832,0.662225081771,0.611650571075,-0.870764032805,0.165109404762,-0.637586641117,0.0,0.199547498796,-0.400267652536,0.353625779371,-0.1321625804,-0.374713456136,0.730526882619,-0.269550415092,-0.663983433708,0.0223420989316,-0.888002692666,0.112816981199,-0.0840902037953,0.530768426126,-0.324264080663,0.411151265039,0.592076552048,-0.26533030325,0.112384326834,0.270104842375,0.0795403295659,0.173167095648,-0.652485935061,-0.594212911706,-0.394781838843,0.12720582928,0.1191784192,0.0424757882779,-0.507465580884,-0.150425880909,0.112900071333,-0.59903192132,0.146471660312,0.0893391553396,-0.226509575078,-1.01166168512,-0.154213125678
Chrysler,2,-0.0622699595369,0.715170031128,-0.217018477988,-0.241112852782,-0.752173058435,0.0216908694501,0.654091361332,-0.37351065096,0.438702258857,-0.606759482243,-0.217802286309,0.781645456702,0.306172248382,0.354779307794,-0.314210301455,-0.140917287847,-0.151826451017,-0.69381710013,-0.180415431937,0.172016883193,-0.0633726677622,0.295978479777,-0.71303768369,-0.120988502797,-0.245737307192,-0.140652779226,-0.326909576798,-0.136396020906,0.530414155956,0.301448392699,-0.643941516297,-0.0508929022621,0.34156008459,-0.165126081201,-0.187374759211,0.26913040804,0.812321667469,0.25941091571,0.0,0.0972787100844,0.313782378025,-0.139921077647,0.406926482999,0.0507890346612,-0.455771815916,0.118910068039,0.442382194511,0.0302879639764,0.57213401887,-0.0475716296753,-0.093895026233,-0.0692730156342,0.338218813723,-0.767234480304,-0.184120237571,0.514598319542,-0.524867480333,-0.161587303014,0.585300127088,0.39601691478,0.430345642378,1.258578975,0.470153089934,-0.0166031228012,-0.31996175191,-0.763852356227,-0.13962277863,-0.433017677021,-0.293525763515,-0.503020270179,0.0772390329746,-0.814193583593,-0.00360498649938,0.819431195537,-0.901826629224
Chrysler,3,-0.0208405959613,-0.51992349819,-0.633576445698,0.60761943152,-0.32265921075,0.540084012587,-0.267445904082,-0.650830169691,-0.341633027956,-0.108621873501,-0.0893380204311,0.964844808066,-0.189530692409,-0.00414470143414,0.196220997446,-0.0787130119525,-0.644922189959,-0.228153364232,-0.481334870586,-0.286467547617,0.162310471987,0.533536596113,-0.171954571641,-0.057002606386,-0.0354462422142,-0.0167839066032,-0.0511883191366,-0.753975667671,0.0511726996206,-0.383384584769,0.19762739874,-0.284844809529,0.0316084321937,-0.256204013868,0.278612695299,-0.275964378173,-0.0482333554307,0.468639481717,0.0,-0.220945242236,0.0290487222706,-0.407496829137,-0.344505063606,-0.256344173696,0.385093719483,-0.226475416971,0.585477606893,0.192277358253,0.942979889642,-0.0157952796014,-0.260201806929,-0.818443489886,0.932706835574,0.073376377291,0.139759611726,0.270764439786,-0.26685127541,0.218010184157,-0.186794420283,-0.564082877949,0.535937759961,1.67977643518,0.19224473079,-0.573850331899,-0.470484065028,-0.106366834159,-0.268069217904,-0.183106390905,-0.312439345245,0.178221369409,-0.28881873346,-0.248706109153,-0.157415281955,-0.482900792785,-1.42545724533
Subaru,0,0.93471701415,-0.435650935552,0.270659417483,0.091115052661,-0.190159004405,-0.0649773084025,-0.225517074526,0.0602706711164,-0.307247999385,-0.142364111959,-0.027699181974,-0.243729090883,-0.182804899286,-0.163597511629,0.226581656663,0.050616849063,-0.236106419334,0.106286686176,0.152495512312,0.0703495737119,-0.142964846586,0.145593995169,0.873734250633,-0.394802813525,0.3738502617,-0.456844367573,0.663063147311,-0.169067747646,-0.174387041594,-0.48845941057,0.168888775348,-0.0307028722738,0.111809883685,-0.494256617138,-0.414332804221,0.234452028392,0.186279552967,0.0214438477389,-0.233820317544,-0.215630762052,-0.022468378565,0.0135847385764,-0.0027274488433,0.322260900675,-0.136904379329,0.420559273447,-0.475855284881,0.414740122212,-0.187628693897,-0.539932153196,0.102731702662,0.128446036706,0.221388501226,-0.104193338487,0.00125382316003,-0.0161665701773,-0.0800501240747,0.116754886199,0.0438964306456,-0.570274540209,-0.462246684859,-0.162551950448,-0.166193705287,0.457808879931,0.473018663497,0.130884466953,0.332838666631,-0.351166754686,-0.0442652004634,-0.25338193728,0.306768414299,0.852580697642,-0.94461642672,0.748510542703,3.06436202464
Subaru,1,-0.859026015591,0.446076810947,-0.275762458049,-0.0555748729331,0.162133141946,0.0829279088188,0.0373375124719,-0.0186735978374,0.332018291871,0.15101088044,0.0670809597364,0.221062023923,0.232268024787,0.147091194345,-0.206166570235,0.0622412270724,0.21088491316,-0.0793450702003,-0.14190406652,-0.113803343306,0.206283391342,-0.0955234502772,-0.749400589301,-0.420420692069,-0.484794984587,0.171106035728,-0.73766521307,0.112082327376,-0.032868454841,0.296193501224,-0.20641136005,0.0939321591277,-0.126443288969,0.615745125529,0.273095229454,-0.167722684559,-0.084559800245,-0.0492088424009,-0.116668402452,-0.0157510157387,-0.00343962747651,0.0196361735254,-0.185495155098,-0.367472767971,0.107546240659,-0.277294846028,0.277021998503,-0.408485593242,0.0970520970015,0.0797226419753,0.00609127758933,-0.173952024151,-0.207958821577,0.161592350975,0.0049965365827,0.189584798881,-0.0639646659001,-0.069348938634,-0.19512707738,0.487716134683,0.281345849955,-0.23744379022,0.0466763213003,-0.177486113897,-0.309040755981,-0.122917875951,-0.48647518944,0.0617208362754,0.0514838840378,0.070841664153,-0.183160611898,-0.734418840176,0.723819102443,-0.529585553805,-1.21538780342
